0, 1, 8
0, 2, 5
0, 3, 6
0, 4, 5
0, 5, 7
0, 6, 8
0, 7, 4
0, 8, 9
0, 9, 2
0, 10, 5
0, 11, 4
0, 12, 1
0, 13, 2
0, 14, 9
0, 15, 5
0, 16, 7
0, 17, 8
0, 18, 4
0, 19, 5
0, 20, 6
0, 21, 1
0, 22, 8
0, 23, 2
0, 24, 9
0, 25, 1
0, 26, 1
0, 27, 9
0, 28, 1
0, 29, 9
0, 30, 3
0, 31, 3
0, 32, 9
0, 33, 6
0, 34, 5
0, 35, 2
0, 36, 5
0, 37, 5
0, 38, 3
0, 39, 10
0, 40, 1
0, 41, 1
0, 42, 6
0, 43, 5
0, 44, 5
0, 45, 4
0, 46, 5
0, 47, 9
0, 48, 2
0, 49, 10
0, 50, 3
0, 51, 8
0, 52, 5
0, 53, 8
0, 54, 8
0, 55, 2
0, 56, 5
0, 57, 1
0, 58, 8
0, 59, 9
0, 60, 3
0, 61, 1
0, 62, 9
0, 63, 5
0, 64, 6
0, 65, 5
0, 66, 1
0, 67, 1
0, 68, 10
0, 69, 7
0, 70, 6
0, 71, 8
0, 72, 3
0, 73, 2
0, 74, 6
0, 75, 1
0, 76, 8
0, 77, 1
0, 78, 5
0, 79, 4
0, 80, 2
0, 81, 10
0, 82, 4
0, 83, 8
0, 84, 7
0, 85, 4
0, 86, 7
0, 87, 10
0, 88, 1
0, 89, 8
0, 90, 1
0, 91, 8
0, 92, 5
0, 93, 10
0, 94, 2
0, 95, 3
0, 96, 3
0, 97, 3
0, 98, 3
0, 99, 5
1, 2, 2
1, 3, 2
1, 4, 6
1, 5, 7
1, 6, 9
1, 7, 6
1, 8, 1
1, 9, 2
1, 10, 8
1, 11, 8
1, 12, 4
1, 13, 6
1, 14, 6
1, 15, 4
1, 16, 3
1, 17, 10
1, 18, 8
1, 19, 3
1, 20, 6
1, 21, 10
1, 22, 8
1, 23, 3
1, 24, 6
1, 25, 8
1, 26, 9
1, 27, 4
1, 28, 5
1, 29, 9
1, 30, 4
1, 31, 3
1, 32, 2
1, 33, 10
1, 34, 3
1, 35, 4
1, 36, 3
1, 37, 9
1, 38, 6
1, 39, 6
1, 40, 7
1, 41, 6
1, 42, 7
1, 43, 8
1, 44, 10
1, 45, 7
1, 46, 7
1, 47, 5
1, 48, 1
1, 49, 8
1, 50, 6
1, 51, 6
1, 52, 8
1, 53, 1
1, 54, 5
1, 55, 8
1, 56, 8
1, 57, 4
1, 58, 10
1, 59, 7
1, 60, 6
1, 61, 10
1, 62, 8
1, 63, 9
1, 64, 5
1, 65, 4
1, 66, 7
1, 67, 6
1, 68, 8
1, 69, 4
1, 70, 10
1, 71, 8
1, 72, 4
1, 73, 1
1, 74, 1
1, 75, 5
1, 76, 9
1, 77, 10
1, 78, 6
1, 79, 5
1, 80, 8
1, 81, 2
1, 82, 7
1, 83, 2
1, 84, 8
1, 85, 4
1, 86, 9
1, 87, 6
1, 88, 9
1, 89, 4
1, 90, 6
1, 91, 9
1, 92, 1
1, 93, 1
1, 94, 2
1, 95, 3
1, 96, 4
1, 97, 7
1, 98, 6
1, 99, 5
2, 3, 7
2, 4, 7
2, 5, 10
2, 6, 6
2, 7, 3
2, 8, 7
2, 9, 10
2, 10, 7
2, 11, 6
2, 12, 6
2, 13, 8
2, 14, 5
2, 15, 7
2, 16, 2
2, 17, 8
2, 18, 4
2, 19, 3
2, 20, 9
2, 21, 2
2, 22, 6
2, 23, 3
2, 24, 10
2, 25, 3
2, 26, 2
2, 27, 7
2, 28, 7
2, 29, 7
2, 30, 3
2, 31, 6
