0, 1, 7
0, 2, 5
0, 3, 10
0, 4, 5
0, 5, 5
0, 6, 6
0, 7, 2
0, 8, 1
0, 9, 9
0, 10, 1
0, 11, 10
0, 12, 7
0, 13, 4
0, 14, 10
0, 15, 8
0, 16, 7
0, 17, 4
0, 18, 3
0, 19, 4
0, 20, 6
0, 21, 9
0, 22, 5
0, 23, 5
0, 24, 5
0, 25, 10
0, 26, 7
0, 27, 5
0, 28, 9
0, 29, 5
0, 30, 4
0, 31, 9
0, 32, 9
0, 33, 6
0, 34, 7
0, 35, 2
0, 36, 6
0, 37, 4
0, 38, 3
0, 39, 10
0, 40, 1
0, 41, 7
0, 42, 8
0, 43, 10
0, 44, 7
0, 45, 2
0, 46, 6
0, 47, 1
0, 48, 8
0, 49, 7
0, 50, 6
0, 51, 5
0, 52, 2
0, 53, 6
0, 54, 4
0, 55, 10
0, 56, 4
0, 57, 1
0, 58, 5
0, 59, 3
0, 60, 10
0, 61, 9
0, 62, 9
0, 63, 2
0, 64, 1
0, 65, 10
0, 66, 1
0, 67, 8
0, 68, 5
0, 69, 5
0, 70, 1
0, 71, 2
0, 72, 5
0, 73, 2
0, 74, 5
0, 75, 4
0, 76, 1
0, 77, 10
0, 78, 8
0, 79, 6
0, 80, 2
0, 81, 5
0, 82, 2
0, 83, 2
0, 84, 1
0, 85, 3
0, 86, 8
0, 87, 8
0, 88, 9
0, 89, 2
0, 90, 2
0, 91, 7
0, 92, 3
0, 93, 9
0, 94, 3
0, 95, 10
0, 96, 6
0, 97, 4
0, 98, 3
0, 99, 9
1, 2, 5
1, 3, 3
1, 4, 10
1, 5, 3
1, 6, 6
1, 7, 10
1, 8, 6
1, 9, 8
1, 10, 4
1, 11, 1
1, 12, 1
1, 13, 9
1, 14, 10
1, 15, 2
1, 16, 8
1, 17, 9
1, 18, 5
1, 19, 3
1, 20, 1
1, 21, 3
1, 22, 10
1, 23, 9
1, 24, 7
1, 25, 10
1, 26, 9
1, 27, 10
1, 28, 4
1, 29, 5
1, 30, 5
1, 31, 7
1, 32, 8
1, 33, 9
1, 34, 10
1, 35, 10
1, 36, 5
1, 37, 9
1, 38, 3
1, 39, 7
1, 40, 4
1, 41, 9
1, 42, 4
1, 43, 7
1, 44, 9
1, 45, 3
1, 46, 1
1, 47, 2
1, 48, 9
1, 49, 2
1, 50, 7
1, 51, 5
1, 52, 3
1, 53, 7
1, 54, 10
1, 55, 2
1, 56, 8
1, 57, 3
1, 58, 10
1, 59, 8
1, 60, 3
1, 61, 5
1, 62, 9
1, 63, 3
1, 64, 9
1, 65, 9
1, 66, 7
1, 67, 7
1, 68, 5
1, 69, 8
1, 70, 10
1, 71, 8
1, 72, 1
1, 73, 8
1, 74, 9
1, 75, 10
1, 76, 7
1, 77, 10
1, 78, 4
1, 79, 2
1, 80, 2
1, 81, 5
1, 82, 3
1, 83, 7
1, 84, 1
1, 85, 1
1, 86, 3
1, 87, 3
1, 88, 6
1, 89, 7
1, 90, 10
1, 91, 3
1, 92, 1
1, 93, 2
1, 94, 4
1, 95, 8
1, 96, 5
1, 97, 2
1, 98, 3
1, 99, 9
2, 3, 4
2, 4, 2
2, 5, 3
2, 6, 1
2, 7, 9
2, 8, 3
2, 9, 2
2, 10, 2
2, 11, 4
2, 12, 10
2, 13, 10
2, 14, 4
2, 15, 10
2, 16, 3
2, 17, 6
2, 18, 2
2, 19, 1
2, 20, 7
2, 21, 3
2, 22, 2
2, 23, 4
2, 24, 1
2, 25, 2
2, 26, 6
2, 27, 2
2, 28, 1
2, 29, 2
2, 30, 10
2, 31, 9
2, 32, 1
2, 33, 8
2, 34, 4
2, 35, 2
2, 36, 10
2, 37, 1
2, 38, 1
2, 39, 7
2, 40, 6
2, 41, 6
2, 42, 8
2, 43, 8
2, 44, 4
2, 45, 9
2, 46, 2
2, 47, 1
2, 48, 3
2, 49, 8
2, 50, 5
2, 51, 7
2, 52, 5
2, 53, 2
2, 54, 10
2, 55, 8
2, 56, 1
2, 57, 1
2, 58, 5
2, 59, 4
2, 60, 6
2, 61, 1
2, 62, 9
2, 63, 8
2, 64, 8
2, 65, 5
2, 66, 1
2, 67, 9
2, 68, 7
2, 69, 4
2, 70, 1
2, 71, 2
2, 72, 10
2, 73, 4
2, 74, 1
2, 75, 5
2, 76, 9
2, 77, 9
2, 78, 7
2, 79, 1
2, 80, 7
2, 81, 7
2, 82, 5
2, 83, 5
2, 84, 6
2, 85, 9
2, 86, 9
2, 87, 9
2, 88, 8
2, 89, 2
2, 90, 3
2, 91, 7
2, 92, 6
2, 93, 6
2, 94, 7
2, 95, 3
2, 96, 2
2, 97, 10
2, 98, 5
2, 99, 10
3, 4, 3
3, 5, 2
3, 6, 3
3, 7, 2
3, 8, 6
3, 9, 7
3, 10, 8
3, 11, 7
3, 12, 10
3, 13, 10
3, 14, 5
3, 15, 9
3, 16, 2
3, 17, 6
3, 18, 9
3, 19, 6
3, 20, 9
3, 21, 8
3, 22, 2
3, 23, 5
3, 24, 1
3, 25, 10
3, 26, 6
3, 27, 4
3, 28, 6
3, 29, 10
3, 30, 7
3, 31, 4
3, 32, 3
3, 33, 8
3, 34, 10
3, 35, 10
3, 36, 3
3, 37, 2
3, 38, 10
3, 39, 6
3, 40, 7
3, 41, 9
3, 42, 7
3, 43, 9
3, 44, 5
3, 45, 2
3, 46, 3
3, 47, 8
3, 48, 2
3, 49, 7
3, 50, 6
3, 51, 2
3, 52, 9
3, 53, 10
3, 54, 6
3, 55, 7
3, 56, 1
3, 57, 3
3, 58, 4
3, 59, 1
3, 60, 3
3, 61, 10
3, 62, 2
3, 63, 6
3, 64, 5
3, 65, 8
3, 66, 9
3, 67, 7
3, 68, 2
3, 69, 3
3, 70, 1
3, 71, 2
3, 72, 9
3, 73, 9
3, 74, 3
3, 75, 5
3, 76, 10
3, 77, 1
3, 78, 2
3, 79, 5
3, 80, 8
3, 81, 6
3, 82, 5
3, 83, 8
3, 84, 2
3, 85, 3
3, 86, 6
3, 87, 2
3, 88, 1
3, 89, 6
3, 90, 3
3, 91, 7
3, 92, 3
3, 93, 2
3, 94, 6
3, 95, 3
3, 96, 4
3, 97, 3
3, 98, 4
3, 99, 8
4, 5, 1
4, 6, 6
4, 7, 9
4, 8, 4
4, 9, 4
4, 10, 8
4, 11, 9
4, 12, 9
4, 13, 10
4, 14, 4
4, 15, 2
4, 16, 3
4, 17, 3
4, 18, 8
4, 19, 5
4, 20, 5
4, 21, 3
4, 22, 10
4, 23, 4
4, 24, 6
4, 25, 2
4, 26, 1
4, 27, 4
4, 28, 8
4, 29, 4
4, 30, 1
4, 31, 7
4, 32, 4
4, 33, 5
4, 34, 8
4, 35, 3
4, 36, 8
4, 37, 6
4, 38, 1
4, 39, 4
4, 40, 1
4, 41, 10
4, 42, 6
4, 43, 2
4, 44, 3
4, 45, 2
4, 46, 2
4, 47, 10
4, 48, 10
4, 49, 4
4, 50, 9
4, 51, 6
4, 52, 3
4, 53, 4
4, 54, 8
4, 55, 1
4, 56, 6
4, 57, 2
4, 58, 8
4, 59, 2
4, 60, 9
4, 61, 10
4, 62, 9
4, 63, 3
4, 64, 7
4, 65, 1
4, 66, 10
4, 67, 1
4, 68, 9
4, 69, 9
4, 70, 4
4, 71, 3
4, 72, 5
4, 73, 1
4, 74, 2
4, 75, 2
4, 76, 7
4, 77, 10
4, 78, 10
4, 79, 4
4, 80, 8
4, 81, 1
4, 82, 8
4, 83, 8
4, 84, 8
4, 85, 6
4, 86, 3
4, 87, 1
4, 88, 10
4, 89, 10
4, 90, 8
4, 91, 1
4, 92, 9
4, 93, 5
4, 94, 2
4, 95, 8
4, 96, 6
4, 97, 4
